x2,p,cramerv,var,cov,sig,label,var_type
22.90899158990641,1.6985544046782876e-6,0.16426655199978124,Second-hand purchase,Q18_gender,***,V = 0.16***,general
47.68469481471119,4.419774229908978e-11,0.23699307642650733,Second-hand purchase,Q19_age,***,V = 0.24***,general
24.835483188117223,4.046162754271187e-6,0.17103400356273127,Second-hand purchase,Q21_annual_gross_salary,***,V = 0.17***,general
10.752524091990072,0.00462507798751255,0.11253856343101548,Second-hand purchase,Q22B_degurba,**,V = 0.11**,general
5.534439335359348,0.13659321300578867,0.08073892646422312,Second-hand purchase,Q22C_province,,V = 0.08,general
17.3535954512073,3.103106506972107e-5,0.1429686740388534,Second-hand use,Q18_gender,***,V = 0.14***,general
53.338699626934215,2.616065057763687e-12,0.2506498024556673,Second-hand use,Q19_age,***,V = 0.25***,general
49.107928213730375,2.169446174967112e-11,0.2405038101604313,Second-hand use,Q21_annual_gross_salary,***,V = 0.24***,general
3.0404735510232848,0.21866010746357875,0.05984347025124596,Second-hand use,Q22B_degurba,,V = 0.06,general
4.530456785605127,0.2095896471007151,0.07304948373356134,Second-hand use,Q22C_province,,V = 0.07,general
6.707558591119079,0.03495201019806757,0.14108059643958137,Second-hand vs new quantity,Q18_gender,*,V = 0.14*,general
4.971268178905722,0.2902582852482701,0.08588229626315788,Second-hand vs new quantity,Q19_age,,V = 0.09,general
11.26592677030613,0.02373245603510686,0.12928659977646498,Second-hand vs new quantity,Q21_annual_gross_salary,*,V = 0.13*,general
13.178064542120795,0.01043772963279037,0.13982855410539696,Second-hand vs new quantity,Q22B_degurba,*,V = 0.14*,general
7.3555028668468685,0.2892175588131722,0.10446630557867202,Second-hand vs new quantity,Q22C_province,,V = 0.10,general
22.58067624670939,1.249304931196578e-5,0.16474293876657897,Purchase channel,Q18_gender,***,V = 0.16***,general
59.906519927077305,3.03508513738575e-12,0.18974065030786944,Purchase channel,Q19_age,***,V = 0.19***,general
3.298071617967687,0.5092378509753804,0.04451981798581612,Purchase channel,Q21_annual_gross_salary,,V = 0.04,general
5.434180790915814,0.24557590726609904,0.05714659787237475,Purchase channel,Q22B_degurba,,V = 0.06,general
7.375371856828896,0.2875229533699339,0.06657563231247471,Purchase channel,Q22C_province,,V = 0.07,general
89.03701148840813,4.632960662486761e-20,0.3271324484183476,Purchase frequency,Q18_gender,***,V = 0.33***,general
39.39319305836231,5.7779761981563364e-8,0.15386290620310605,Purchase frequency,Q19_age,***,V = 0.15***,general
13.070368213735051,0.01093703172938271,0.08862724519009381,Purchase frequency,Q21_annual_gross_salary,*,V = 0.09*,general
11.653640638228618,0.02012160229120457,0.08368625817078797,Purchase frequency,Q22B_degurba,*,V = 0.08*,general
2.3812747228601663,0.8815111144406624,0.03782928126398411,Purchase frequency,Q22C_province,,V = 0.04,general
47.26516384140159,5.451299944902211e-11,0.23594823812332252,Disposal frequency,Q18_gender,***,V = 0.24***,general
20.181721043726437,4.597907197300123e-4,0.10902102390616748,Disposal frequency,Q19_age,***,V = 0.11***,general
0.35813486981788156,0.9857587613205852,0.01452293725823141,Disposal frequency,Q21_annual_gross_salary,,V = 0.01,general
5.776759956744372,0.21645180511558987,0.05832749402076407,Disposal frequency,Q22B_degurba,,V = 0.06,general
3.3247081186636955,0.767126324438719,0.04424945428092881,Disposal frequency,Q22C_province,,V = 0.04,general
53.88900908649018,1.9867826521972325e-12,0.25450038038001027,Purchase recipient,Q18_gender,***,V = 0.25***,general
109.59759224894997,8.867680908127465e-23,0.25663970396181757,Purchase recipient,Q19_age,***,V = 0.26***,general
9.476115533532802,0.05024034037557961,0.0754637725645303,Purchase recipient,Q21_annual_gross_salary,,V = 0.08,general
18.43109171448109,0.00101625071496846,0.10524436912376962,Purchase recipient,Q22B_degurba,**,V = 0.11**,general
12.480811109771604,0.05206290789981423,0.08660535460221963,Purchase recipient,Q22C_province,,V = 0.09,general
